gvkey,datadate,fyearq,fqtr,atq,ltq,niq,saleq,oancfy,capxy,epspxq,ceqq,cheq,dlttq,dlcq
121382,2008-12-31,2008,4.0,3211.508,2719.749,5.953,134.429,173.696,36.166,0.05,491.759,117.617,2549.424,6.415
121382,2009-03-31,2009,1.0,3172.02,2521.871,-17.89,135.05,49.284,7.562,-0.15,650.149,126.516,2348.069,6.0
121382,2009-06-30,2009,2.0,3255.511,2568.384,-29.362,136.194,107.446,21.633,-0.25,685.909,214.761,2383.587,6.0
121382,2009-09-30,2009,3.0,3351.603,2713.653,-50.109,139.289,169.801,34.106,-0.43,636.812,318.709,2508.419,0.0
121382,2009-12-31,2009,4.0,3313.646,2713.697,-43.51,144.98,222.558,46.743,-0.37,599.034,196.954,2460.902,29.063
121382,2010-03-31,2010,1.0,3270.641,2708.334,-37.326,147.965,37.418,12.161,-0.32,561.432,148.934,2472.235,29.116
121382,2010-06-30,2010,2.0,3433.689,3035.865,-83.699,154.515,98.135,27.498,-0.72,397.166,260.245,2777.839,29.591
121382,2010-09-30,2010,3.0,3423.936,3052.009,-34.488,158.642,142.356,47.968,-0.3,371.313,230.914,2792.443,30.076
121382,2010-12-31,2010,4.0,3400.175,3070.042,-39.161,165.497,201.155,66.618,-0.34,317.11,97.726,2828.673,0.646
121382,2011-03-31,2011,1.0,3466.258,3240.805,-34.251,167.749,53.197,20.155,-0.3,213.078,127.545,3004.999,
121382,2011-06-30,2011,2.0,3693.009,3567.804,-29.819,171.053,122.984,55.737,-0.27,112.921,304.534,3319.362,
121382,2011-09-30,2011,3.0,3609.138,3590.687,-33.305,175.549,186.427,96.706,-0.3,6.299,209.318,3334.201,
121382,2011-12-31,2011,4.0,3606.399,3605.648,-29.081,183.819,249.058,126.938,-0.27,-11.313,75.355,3351.6,5.994
121382,2012-03-31,2012,1.0,4086.629,3815.013,-22.631,192.49,66.04,24.852,-0.2,259.572,548.779,3565.226,5.0
121382,2012-06-30,2012,2.0,4793.66,4301.403,-53.472,229.147,150.149,48.287,-0.45,480.195,108.665,3091.382,918.006
121382,2012-09-30,2012,3.0,6083.291,5630.949,-52.445,238.606,239.872,74.461,-0.44,440.534,1469.246,4776.439,529.595
121382,2012-12-31,2012,4.0,6595.617,5930.915,-52.489,293.841,343.21,113.265,-0.41,652.991,266.278,4883.424,476.871
121382,2013-03-31,2013,1.0,6449.885,5753.24,-22.376,313.071,94.228,36.423,-0.18,696.645,153.276,4885.339,478.454
121382,2013-06-30,2013,2.0,6484.506,6048.769,-35.902,324.305,228.159,70.202,-0.28,435.737,231.208,5631.209,10.0
121382,2013-09-30,2013,3.0,6584.428,6135.999,21.531,332.094,343.048,103.373,0.17,448.429,243.336,5637.078,11.25
121382,2013-12-31,2013,4.0,6783.188,6426.222,-19.162,335.396,497.587,168.893,-0.15,356.966,174.863,5396.685,483.601
121382,2014-03-31,2014,1.0,7791.342,7395.154,1.407,345.55,178.965,32.238,0.01,396.188,363.188,6365.982,503.776
121382,2014-06-30,2014,2.0,7564.583,7405.295,-9.468,383.419,352.836,72.151,-0.07,159.288,149.899,5778.891,1080.2
121382,2014-09-30,2014,3.0,7808.992,8106.609,-16.624,393.293,503.179,131.347,-0.13,-297.617,502.069,6471.77,1078.318
121382,2014-12-31,2014,4.0,7841.125,8501.925,0.39,404.734,671.643,211.251,0.0,-660.8,97.511,7829.663,34.241
121382,2015-03-31,2015,1.0,7527.299,8564.086,-79.03,410.094,178.408,53.279,-0.61,-1036.787,108.625,7929.829,33.75
121382,2015-06-30,2015,2.0,7751.863,8885.095,28.303,410.704,375.532,118.392,0.22,-1133.232,117.606,8216.4,40.0
121382,2015-09-30,2015,3.0,7396.757,9094.413,-155.946,410.735,534.737,162.311,-1.23,-1697.656,120.758,8446.85,40.0
121382,2015-12-31,2015,4.0,7403.215,9109.359,31.017,406.941,737.173,208.707,0.25,-1706.144,144.098,8524.132,21.814
121382,2016-03-31,2016,1.0,7371.644,9002.204,53.639,399.769,144.864,36.06,0.43,-1630.56,129.112,8452.27,20.0
121382,2016-06-30,2016,2.0,7436.322,9043.899,32.709,405.532,354.646,70.661,0.26,-1607.577,159.624,7913.879,568.924
121382,2016-09-30,2016,3.0,7915.722,9584.784,-15.366,411.319,514.181,104.32,-0.12,-1669.062,717.919,8515.392,515.876
121382,2016-12-31,2016,4.0,7360.945,9356.866,5.256,416.505,742.525,139.982,0.04,-1995.921,183.118,8149.929,628.872
121382,2017-03-31,2017,1.0,7297.45,9213.944,37.598,423.363,172.306,35.747,0.31,-1916.494,162.896,8646.174,20.0
121382,2017-06-30,2017,2.0,7308.853,9294.534,9.234,427.294,404.199,69.435,0.08,-1985.681,194.614,7906.188,772.517
121382,2017-09-30,2017,3.0,7300.47,9558.268,49.162,433.945,591.472,106.31,0.41,-2257.798,170.079,8185.512,773.289
121382,2017-12-31,2017,4.0,7320.205,9919.319,7.66,443.072,818.47,147.044,0.07,-2599.114,101.707,9291.536,21.147
121382,2018-03-31,2018,1.0,7405.082,9993.323,31.545,458.302,178.577,31.096,0.27,-2588.241,137.722,9363.686,20.0
121382,2018-06-30,2018,2.0,7289.378,10331.513,-57.391,456.323,425.056,68.614,-0.5,-3042.135,159.493,9675.738,24.0
121382,2018-09-30,2018,3.0,7213.823,10358.906,16.144,467.221,624.143,104.966,0.14,-3145.083,160.921,9710.145,24.0
121382,2018-12-31,2018,4.0,7213.707,10590.53,57.153,483.849,850.618,149.812,0.5,-3376.823,175.908,8997.636,942.588
121382,2019-03-31,2019,1.0,9312.759,12615.54,25.989,493.293,222.665,36.374,0.23,-3302.781,141.496,11063.409,1171.218
121382,2019-06-30,2019,2.0,9269.415,12608.761,31.973,500.147,466.106,72.785,0.28,-3339.346,149.963,10984.974,1174.842
121382,2019-09-30,2019,3.0,9201.138,12747.435,21.678,507.547,704.984,111.381,0.19,-3560.374,156.936,11996.014,254.197
121382,2019-12-31,2019,4.0,9759.941,13410.896,67.351,513.658,970.045,154.236,0.6,-3667.007,138.552,12091.735,769.105
121382,2020-03-31,2020,1.0,9359.502,13662.254,-127.058,517.067,277.742,39.291,-1.14,-4317.23,227.149,12204.654,754.076
121382,2020-06-30,2020,2.0,9390.539,13681.182,22.811,507.225,592.418,66.979,0.2,-4304.992,475.024,12669.17,253.85
121382,2020-09-30,2020,3.0,9034.682,13505.886,22.569,522.939,882.908,95.371,0.2,-4486.398,333.446,12773.626,253.177
121382,2020-12-31,2020,4.0,9158.018,13967.206,105.782,535.907,1126.033,128.566,0.96,-4824.382,340.231,13166.159,260.037
121382,2021-03-31,2021,1.0,9763.46,14794.96,-11.745,548.739,285.498,24.536,-0.11,-5045.177,239.548,14055.128,255.952
121382,2021-06-30,2021,2.0,9960.313,14784.878,152.667,575.652,638.282,55.375,1.4,-4839.742,336.173,13973.278,266.516
121382,2021-09-30,2021,3.0,9668.082,14611.21,47.798,589.181,891.33,90.407,0.44,-4958.305,251.542,13835.633,262.706
121382,2021-12-31,2021,4.0,9801.699,15067.853,48.904,595.262,1189.896,133.694,0.45,-5283.404,432.839,14260.047,262.497
121382,2022-03-31,2022,1.0,10142.1,15531.21,188.623,619.77,292.482,38.008,1.75,-5425.147,333.35,14019.858,916.712
121382,2022-06-30,2022,2.0,10011.937,15410.667,69.517,652.006,664.597,90.971,0.64,-5438.611,288.36,13864.889,919.292
121382,2022-09-30,2022,3.0,9949.014,15273.229,100.01,675.584,997.066,148.348,0.93,-5364.83,297.516,13713.828,918.79
121382,2022-12-31,2022,4.0,10585.041,15829.621,103.279,686.094,1285.7,214.443,0.96,-5276.315,186.998,14884.79,286.365
121382,2023-03-31,2023,1.0,10541.529,15772.499,101.217,675.516,310.972,49.135,0.94,-5269.154,191.251,14830.995,294.308
121382,2023-06-30,2023,2.0,10604.47,15659.227,203.648,678.5,798.101,112.583,1.88,-5092.33,273.625,14589.996,298.828
121382,2023-09-30,2023,3.0,10334.181,15465.62,87.419,682.544,1111.782,173.976,0.81,-5166.486,228.907,14470.252,296.435
121382,2023-12-31,2023,4.0,10178.441,15314.276,109.528,675.024,1544.393,236.698,1.01,-5170.882,247.722,13546.856,916.609
121382,2024-03-31,2024,1.0,9995.266,15181.509,154.543,657.862,294.453,57.871,1.43,-5222.82,261.786,12356.831,2075.713
121382,2024-06-30,2024,2.0,9786.178,15062.102,162.829,660.477,720.046,107.844,1.52,-5316.741,309.382,12228.84,2069.085
121382,2024-09-30,2024,3.0,10201.663,15327.423,258.534,667.595,1024.697,172.6,2.41,-5174.852,263.603,14227.422,293.922
121718,2005-03-31,2005,1.0,7161.19,1026.234,74.188,449.112,134.389,22.549,0.14,6134.956,1254.849,,0.0
121718,2005-06-30,2005,2.0,7383.816,1060.93,88.16,493.028,300.509,40.637,0.16,6322.886,1302.526,,0.0
121718,2005-09-30,2005,3.0,7817.799,1106.9,83.496,546.353,445.433,58.873,0.15,6710.899,1386.12,,0.0
121718,2005-12-31,2005,4.0,8026.599,1126.889,104.857,575.464,642.943,98.192,0.19,6899.71,1428.765,399.959,0.0
121718,2006-03-31,2006,1.0,8035.764,1116.165,75.763,566.714,83.002,18.228,0.13,6919.599,1414.901,399.944,0.0
121718,2006-06-30,2006,2.0,7040.271,1138.681,-1206.456,567.469,356.462,43.415,-2.13,5901.59,1635.959,399.944,0.0
121718,2006-09-30,2006,3.0,7205.848,1178.945,58.274,573.567,521.376,69.819,0.1,6026.903,1847.573,399.944,0.0
121718,2006-12-31,2006,4.0,7368.395,1253.311,70.982,595.83,755.604,102.093,0.12,6115.084,2040.243,399.944,0.0
121718,2007-03-31,2007,1.0,7474.335,1276.65,66.647,626.936,152.644,32.373,0.12,6197.685,2464.564,399.944,0.0
121718,2007-06-30,2007,2.0,6116.65,1316.166,86.18,664.922,356.64,75.051,0.16,4800.484,1203.026,0.0,399.944
121718,2007-09-30,2007,3.0,6503.802,1344.029,85.099,735.048,549.88,110.952,0.17,5159.773,1622.238,0.0,399.764
121718,2007-12-31,2007,4.0,6885.406,1531.546,122.904,809.182,786.523,146.858,0.24,5353.86,1956.465,0.0,399.496
121718,2008-03-31,2008,1.0,7059.186,1576.895,110.355,822.887,254.902,33.412,0.21,5482.291,2184.189,0.0,399.44
121718,2008-06-30,2008,2.0,7259.994,1254.674,120.41,879.034,455.444,80.847,0.23,6005.32,2303.653,0.0,0.0
121718,2008-09-30,2008,3.0,6991.628,1214.841,148.508,946.962,660.068,121.728,0.27,5776.787,2020.937,0.0,0.0
121718,2008-12-31,2008,4.0,7187.341,1285.936,132.476,923.493,875.179,164.604,0.25,5901.405,2191.98,0.0,0.0
121718,2009-03-31,2009,1.0,7066.144,1236.48,-4.46,764.183,163.865,34.226,-0.01,5829.664,2217.599,0.0,0.0
121718,2009-06-30,2009,2.0,7225.762,1408.933,14.769,786.363,312.546,79.424,0.03,5816.829,1978.106,0.0,0.0
121718,2009-09-30,2009,3.0,7414.447,1457.025,83.786,823.912,536.492,113.21,0.16,5957.422,2067.576,0.0,0.0
121718,2009-12-31,2009,4.0,7590.263,1765.498,22.904,941.454,796.097,153.101,0.04,5822.136,2175.245,0.0,0.0
121718,2010-03-31,2010,1.0,7678.735,1557.412,163.115,912.618,88.546,37.807,0.31,6119.199,2316.628,0.0,0.0
121718,2010-06-30,2010,2.0,7744.327,1572.522,130.511,978.3,309.889,83.157,0.25,6170.849,2223.401,0.0,0.0
121718,2010-09-30,2010,3.0,7890.897,1573.998,134.543,1012.407,441.3,137.481,0.26,6316.149,2099.437,0.0,0.0
121718,2010-12-31,2010,4.0,8467.851,1859.051,190.233,1189.941,812.335,185.291,0.36,6608.2,2286.401,0.0,0.0
121718,2011-03-31,2011,1.0,9693.7,2796.851,129.75,1101.612,239.65,53.972,0.24,6896.339,3437.94,998.923,0.0
121718,2011-06-30,2011,2.0,9793.117,2831.187,115.56,1120.544,557.957,115.941,0.22,6961.462,3469.847,998.96,0.0
121718,2011-09-30,2011,3.0,9707.092,2768.908,83.663,1105.796,743.121,187.886,0.16,6937.708,3354.845,998.997,0.0
121718,2011-12-31,2011,4.0,9983.82,2894.162,96.163,1120.757,986.726,266.314,0.18,7089.182,3551.743,999.034,0.0
121718,2012-03-31,2012,1.0,9945.023,2772.064,16.27,1032.498,102.266,81.991,0.03,7172.483,3430.498,999.071,0.0
121718,2012-06-30,2012,2.0,10046.281,2837.358,57.719,1073.759,314.33,169.713,0.11,7208.447,3438.817,999.108,0.0
121718,2012-09-30,2012,3.0,9960.594,2880.714,16.814,1118.311,487.571,256.753,0.03,7079.404,3147.218,999.145,0.0
121718,2012-12-31,2012,4.0,9832.1,2832.6,95.697,1140.832,642.4,348.7,0.19,6999.0,2849.3,999.2,0.0
121718,2013-03-31,2013,1.0,9830.4,2774.0,91.0,1059.2,-8.9,71.5,0.18,7055.9,2656.8,999.2,0.0
121718,2013-06-30,2013,2.0,10013.7,2896.1,97.9,1150.7,275.5,142.3,0.19,7117.6,2792.8,999.3,0.0
121718,2013-09-30,2013,3.0,10197.7,2886.0,99.1,1185.6,451.9,183.0,0.2,7311.7,2845.2,999.3,0.0
121718,2013-12-31,2013,4.0,10326.0,3023.8,151.8,1273.6,842.3,233.1,0.3,7302.2,2845.9,999.3,0.0
121718,2014-03-31,2014,1.0,9723.6,3414.1,110.6,1170.1,126.0,57.3,0.23,6309.5,2957.5,1348.9,0.0
121718,2014-06-30,2014,2.0,10137.3,3525.8,221.1,1229.5,551.0,98.3,0.47,6611.5,2620.3,1348.9,0.0
121718,2014-09-30,2014,3.0,9569.0,3378.6,103.6,1125.9,472.5,140.9,0.23,6190.4,1915.4,1348.9,0.0
121718,2014-12-31,2014,4.0,8403.1,3484.0,-769.6,1101.6,763.4,192.9,-1.81,4919.1,1971.8,1349.0,0.0
121718,2015-03-31,2015,1.0,8666.6,4049.5,80.2,1067.4,219.3,44.2,0.2,4617.1,2209.0,1648.7,299.9
121718,2015-06-30,2015,2.0,8282.8,4034.9,158.0,1222.2,482.5,83.8,0.41,4247.9,1848.0,1648.7,299.9
121718,2015-09-30,2015,3.0,8505.9,4077.8,197.7,1248.6,775.5,154.9,0.52,4428.1,1983.4,1648.7,299.9
121718,2015-12-31,2015,4.0,8619.2,4044.8,197.8,1319.6,892.5,210.3,0.52,4574.4,1948.0,1694.4,299.9
121718,2016-03-31,2016,1.0,8917.7,4279.6,91.4,1097.9,172.4,49.3,0.24,4638.1,2245.4,2131.8,0.0
121718,2016-06-30,2016,2.0,9062.8,4386.6,140.0,1221.3,526.8,116.9,0.37,4676.2,2344.0,2132.5,0.0
121718,2016-09-30,2016,3.0,9145.2,4372.7,172.4,1285.3,772.2,162.9,0.45,4772.5,2321.7,2133.1,0.0
121718,2016-12-31,2016,4.0,9656.5,4694.0,188.9,1385.6,1106.0,214.7,0.5,4962.5,2604.8,2195.3,0.0
121718,2017-03-31,2017,1.0,9638.0,4619.6,108.8,1221.0,545.3,32.1,0.29,5018.4,3004.8,2134.4,0.0
121718,2017-06-30,2017,2.0,9752.9,4666.7,179.8,1308.9,844.0,64.3,0.47,5086.2,3197.3,2135.0,0.0
121718,2017-09-30,2017,3.0,9744.3,4586.2,165.7,1257.8,1045.9,97.6,0.44,5158.1,3344.0,2135.7,0.0
121718,2017-12-31,2017,4.0,9833.8,5152.9,-148.1,1239.5,1260.1,151.2,-0.4,4680.9,3154.8,2198.9,16.9
121718,2018-03-31,2018,1.0,9078.5,4753.8,34.4,1082.6,271.1,42.2,0.1,4324.7,3028.9,1787.7,349.3
121718,2018-06-30,2018,2.0,9121.0,4703.3,116.5,1204.1,441.4,79.3,0.33,4417.7,3162.2,1788.2,349.5
121718,2018-09-30,2018,3.0,9100.3,4449.4,223.8,1179.8,648.7,110.9,0.65,4650.9,3427.1,1788.6,349.7
121718,2018-12-31,2018,4.0,9363.3,4540.1,192.2,1181.0,861.1,147.4,0.56,4823.2,3597.6,1848.8,349.9
121718,2019-03-31,2019,1.0,9137.9,4286.7,31.1,1001.7,159.4,27.9,0.09,4851.2,3423.0,1966.3,36.7
121718,2019-06-30,2019,2.0,8903.3,4312.1,46.2,1102.5,248.2,55.2,0.13,4591.2,2827.6,1658.0,339.3
121718,2019-09-30,2019,3.0,8753.6,4111.2,99.3,1133.1,433.2,83.5,0.29,4642.4,2317.3,1851.1,40.4
121718,2019-12-31,2019,4.0,8837.7,4227.1,168.4,1208.1,528.9,109.6,0.5,4610.6,2022.5,1842.0,42.3
121718,2020-03-31,2020,1.0,8609.5,4218.8,20.4,998.0,272.2,21.8,0.06,4390.7,1995.9,1866.5,
121718,2020-06-30,2020,2.0,8741.5,4277.2,61.2,1086.3,369.8,43.8,0.18,4464.3,1933.1,1882.2,
121718,2020-09-30,2020,3.0,8694.7,4133.9,145.4,1138.2,486.2,67.9,0.44,4560.8,1915.4,1873.3,
121718,2020-12-31,2020,4.0,9378.3,4834.8,30.8,1222.6,612.0,100.4,0.09,4543.5,1832.1,1869.3,470.6
121718,2021-03-31,2021,1.0,8711.1,4281.5,-31.1,1074.4,179.8,19.7,-0.1,4429.6,1322.4,1849.2,
121718,2021-06-30,2021,2.0,8723.4,4382.5,62.0,1172.3,437.0,41.1,0.19,4340.9,1362.0,1855.1,
121718,2021-09-30,2021,3.0,8721.4,4337.6,88.9,1188.8,573.7,69.5,0.27,4383.8,1371.1,1846.9,
121718,2021-12-31,2021,4.0,8887.0,4570.1,132.9,1299.9,689.7,100.0,0.41,4316.9,1285.3,1829.0,47.2
121718,2022-03-31,2022,1.0,8827.9,4561.0,55.7,1168.2,193.1,25.0,0.17,4266.9,1336.6,1782.1,
121718,2022-06-30,2022,2.0,8861.0,4612.3,113.4,1269.6,-73.8,49.5,0.35,4248.7,1044.2,1750.9,
121718,2022-09-30,2022,3.0,8976.2,4638.1,121.5,1414.6,-22.0,73.4,0.38,4338.1,1097.8,1719.0,
121718,2022-12-31,2022,4.0,9326.7,4851.6,180.4,1448.8,97.6,105.1,0.56,4475.1,1110.3,1719.0,47.4
121718,2023-03-31,2023,1.0,9316.3,4881.1,85.4,1371.8,191.5,42.1,0.26,4435.2,1119.3,1722.2,
121718,2023-06-30,2023,2.0,9375.5,5020.6,24.4,1430.1,534.5,83.2,0.08,4354.9,1255.2,1698.1,
121718,2023-09-30,2023,3.0,9404.8,5073.6,76.1,1397.8,863.7,124.0,0.24,4331.2,1398.4,1679.2,
121718,2023-12-31,2023,4.0,9518.5,5025.8,124.3,1364.8,872.8,159.4,0.39,4492.7,1226.4,1699.7,46.4
121718,2024-03-31,2024,1.0,9478.2,4997.0,-0.8,1148.9,325.0,34.8,0.0,4481.2,1278.5,1737.7,
121718,2024-06-30,2024,2.0,9428.3,4926.3,34.1,1189.6,316.1,58.2,0.1,4502.0,1138.7,1726.9,
121718,2024-09-30,2024,3.0,9595.6,4952.9,92.6,1331.0,508.3,88.3,0.28,4642.7,1251.1,1756.6,
124434,2005-03-31,2005,1.0,1493.918,623.493,46.536,250.083,-134.192,16.684,0.72,846.395,312.286,250.0,0.0
124434,2005-06-30,2005,2.0,1562.544,698.352,53.335,271.388,-10.247,29.138,0.83,853.615,367.386,250.0,0.0
124434,2005-09-30,2005,3.0,1673.104,796.328,61.119,300.807,84.82,42.93,0.95,867.19,396.514,250.0,0.0
124434,2005-12-31,2005,4.0,1848.0,916.143,72.918,369.108,254.937,55.154,1.14,922.243,484.223,253.791,0.0
124434,2006-03-31,2006,1.0,1841.052,835.742,70.862,395.66,-62.04,14.602,1.11,988.942,368.098,253.791,0.0
124434,2006-06-30,2006,2.0,1923.921,862.818,63.404,360.733,32.17,27.535,0.99,1041.15,368.687,253.17,0.0
124434,2006-09-30,2006,3.0,17874.676,6398.994,18.913,323.058,237.857,47.014,0.29,10607.285,943.901,253.17,0.0
124434,2006-12-31,2006,4.0,20469.492,8578.52,169.423,1018.525,720.884,83.993,1.31,10781.88,1160.304,253.167,0.0
124434,2007-03-31,2007,1.0,20881.989,8798.769,195.388,1005.374,-485.2,27.983,1.52,10998.741,1018.828,253.167,550.0
124434,2007-06-30,2007,2.0,21992.177,9480.352,222.244,1097.023,-77.609,62.305,1.73,11103.118,1356.25,252.484,360.0
124434,2007-09-30,2007,3.0,23078.534,10351.343,255.2,1298.079,367.01,84.94,1.99,11268.312,2320.579,946.879,450.0
124434,2007-12-31,2007,4.0,22561.515,10386.35,322.44,1444.179,594.466,111.317,2.51,11596.955,1656.2,947.021,300.0
124434,2008-03-31,2008,1.0,21816.404,9422.699,241.671,1300.138,-130.333,24.594,1.87,11814.209,1194.18,947.162,300.0
124434,2008-06-30,2008,2.0,22017.252,9343.155,274.058,1386.951,481.473,39.903,2.12,12129.709,1427.522,946.552,300.0
124434,2008-09-30,2008,3.0,21696.672,8640.516,217.726,1313.221,1156.212,71.776,1.68,12187.164,1793.293,946.693,200.0
124434,2008-12-31,2008,4.0,19924.0,7367.0,52.545,1063.69,1916.0,77.0,0.41,12066.0,2032.0,696.0,450.0
124434,2009-03-31,2009,1.0,19223.0,6815.0,84.0,987.0,-126.0,16.0,0.63,12073.0,1793.0,943.0,200.0
124434,2009-06-30,2009,2.0,20409.0,7438.0,218.0,1029.0,274.0,33.0,1.62,12745.0,2305.0,942.0,200.0
124434,2009-09-30,2009,3.0,21380.0,8080.0,317.0,1140.0,831.0,52.0,2.31,13060.0,2763.0,943.0,200.0
124434,2009-12-31,2009,4.0,177994.0,153392.0,256.0,1544.0,1399.0,65.0,1.65,24329.0,4708.0,3191.0,2477.0
124434,2010-03-31,2010,1.0,168060.0,143113.0,423.0,1995.0,-164.0,44.0,2.2,24648.0,2793.0,4405.0,975.0
124434,2010-06-30,2010,2.0,162266.0,137018.0,432.0,2032.0,310.0,66.0,2.23,24954.0,2244.0,4406.0,515.0
124434,2010-09-30,2010,3.0,174504.0,148824.0,551.0,2092.0,1415.0,96.0,2.85,25400.0,2727.0,4428.0,167.0
124434,2010-12-31,2010,4.0,178459.0,152125.0,657.0,2493.0,2488.0,131.0,3.39,26094.0,3460.0,4470.0,167.0
124434,2011-03-31,2011,1.0,178422.0,151706.0,568.0,2282.0,-156.0,83.0,2.92,26479.0,2912.0,4489.0,63.0
124434,2011-06-30,2011,2.0,185048.0,160378.0,619.0,2347.0,717.0,159.0,3.26,24424.0,2861.0,5980.0,600.0
124434,2011-09-30,2011,3.0,174282.0,149343.0,595.0,2225.0,1953.0,218.0,3.28,24727.0,3053.0,6276.0,100.0
124434,2011-12-31,2011,4.0,179896.0,154534.0,555.0,2227.0,2826.0,247.0,3.1,25048.0,3560.0,5764.0,600.0
124434,2012-03-31,2012,1.0,185518.0,159915.0,572.0,2249.0,-102.0,41.0,3.19,25303.0,2647.0,5737.0,600.0
124434,2012-06-30,2012,2.0,182480.0,157558.0,554.0,2229.0,865.0,98.0,3.13,24672.0,3639.0,7124.0,600.0
124434,2012-09-30,2012,3.0,192828.0,167519.0,642.0,2320.0,1886.0,121.0,3.72,25057.0,4515.0,7529.0,600.0
124434,2012-12-31,2012,4.0,200451.0,174834.0,690.0,2539.0,2240.0,150.0,4.02,25403.0,4903.0,7339.0,850.0
124434,2013-03-31,2013,1.0,200738.0,175071.0,632.0,2449.0,190.0,18.0,3.69,25345.0,4232.0,7269.0,750.0
124434,2013-06-30,2013,2.0,193745.0,167920.0,729.0,2482.0,1330.0,46.0,4.27,25589.0,3793.0,7083.0,0.0
124434,2013-09-30,2013,3.0,212717.0,186531.0,730.0,2472.0,2476.0,60.0,4.3,25999.0,4080.0,7006.0,0.0
124434,2013-12-31,2013,4.0,219873.0,193203.0,841.0,2777.0,3642.0,94.0,4.98,26460.0,4551.0,6308.0,1000.0
124434,2014-03-31,2014,1.0,216297.0,189596.0,756.0,2670.0,-206.0,15.0,4.47,26478.0,4585.0,8180.0,
124434,2014-06-30,2014,2.0,231693.0,204627.0,808.0,2778.0,526.0,34.0,4.79,26881.0,5497.0,8635.0,
124434,2014-09-30,2014,3.0,222812.0,195528.0,917.0,2849.0,1810.0,40.0,5.46,27106.0,6324.0,8826.0,
124434,2014-12-31,2014,4.0,239808.0,212288.0,813.0,2784.0,3081.0,66.0,4.86,27366.0,6001.0,7577.0,750.0
124434,2015-03-31,2015,1.0,242714.0,215058.0,822.0,2723.0,-490.0,98.0,4.92,27375.0,4572.0,8152.0,750.0
124434,2015-06-30,2015,2.0,237008.0,208878.0,819.0,2905.0,496.0,134.0,4.92,27776.0,4971.0,4947.0,
124434,2015-09-30,2015,3.0,222216.0,193735.0,843.0,2910.0,1847.0,160.0,5.08,28136.0,5749.0,4950.0,
124434,2015-12-31,2015,4.0,225261.0,196217.0,861.0,2863.0,3004.0,221.0,5.19,28503.0,6231.0,4930.0,0.0
124434,2016-03-31,2016,1.0,222958.0,193972.0,657.0,2624.0,-565.0,30.0,3.97,28394.0,5084.0,4968.0,0.0
124434,2016-06-30,2016,2.0,222055.0,192900.0,789.0,2804.0,-98.0,67.0,4.79,28568.0,5237.0,4950.0,0.0
124434,2016-09-30,2016,3.0,226739.0,197178.0,875.0,2837.0,962.0,88.0,5.33,28904.0,5615.0,4961.0,0.0
124434,2016-12-31,2016,4.0,220177.0,190833.0,851.0,2890.0,2154.0,119.0,5.21,29098.0,6175.0,4215.0,700.0
124434,2017-03-31,2017,1.0,230586.0,201071.0,859.0,3092.0,-191.0,19.0,5.27,29156.0,5814.0,4919.0,700.0
124434,2017-06-30,2017,2.0,217488.0,187601.0,854.0,3236.0,1139.0,55.0,5.26,29555.0,5582.0,4970.0,0.0
124434,2017-09-30,2017,3.0,220567.0,190150.0,944.0,3508.0,2486.0,100.0,5.83,30042.0,6247.0,5000.0,0.0
124434,2017-12-31,2017,4.0,220217.0,187926.0,2295.0,3764.0,3828.0,155.0,14.23,31825.0,7038.0,5014.0,0.0
124434,2018-03-31,2018,1.0,216017.0,183434.0,1089.0,3583.0,-141.0,33.0,6.75,31978.0,6143.0,5036.0,0.0
124434,2018-06-30,2018,2.0,195549.0,162679.0,1073.0,3605.0,1287.0,63.0,6.67,32130.0,6741.0,4994.0,0.0
124434,2018-09-30,2018,3.0,174862.0,141789.0,1216.0,3576.0,2552.0,108.0,7.59,32415.0,6597.0,5035.0,0.0
124434,2018-12-31,2018,4.0,159573.0,126033.0,927.0,3434.0,3075.0,204.0,5.84,32374.0,6505.0,4063.0,1000.0
124434,2019-03-31,2019,1.0,165008.0,132637.0,1053.0,3346.0,-225.0,58.0,6.65,31309.0,4078.0,4844.0,1000.0
124434,2019-06-30,2019,2.0,163347.0,130687.0,1003.0,3524.0,697.0,105.0,6.46,31893.0,4040.0,5860.0,1000.0
124434,2019-09-30,2019,3.0,163872.0,130268.0,1119.0,3692.0,1628.0,160.0,7.21,32407.0,4624.0,5842.0,1000.0
124434,2019-12-31,2019,4.0,168622.0,133693.0,1301.0,3977.0,2884.0,254.0,8.38,33547.0,4846.0,5926.0,
124434,2020-03-31,2020,1.0,149020.0,114510.0,806.0,3710.0,-938.0,52.0,5.19,33013.0,4423.0,6910.0,
124434,2020-06-30,2020,2.0,157342.0,123308.0,1214.0,3648.0,769.0,100.0,7.9,32730.0,5483.0,8189.0,
124434,2020-09-30,2020,3.0,165118.0,129102.0,1364.0,4369.0,1764.0,140.0,8.94,33873.0,6524.0,8216.0,
124434,2020-12-31,2020,4.0,176982.0,139326.0,1548.0,4478.0,3743.0,194.0,10.15,35283.0,8681.0,8263.0,
124434,2021-03-31,2021,1.0,173859.0,136019.0,1199.0,4398.0,-573.0,48.0,7.86,35380.0,6360.0,7468.0,750.0
124434,2021-06-30,2021,2.0,176962.0,138572.0,1378.0,4820.0,1253.0,178.0,9.04,36033.0,6433.0,6715.0,750.0
124434,2021-09-30,2021,3.0,169636.0,131270.0,1681.0,5050.0,3027.0,215.0,11.05,36817.0,7378.0,7945.0,750.0
